exports,log_exports,Year,MSA,Per_Capita_Income,Population,Manufacturing_Employment,Top_Corporate_Income_Tax_Rate,FHFA_index,avg_weather,energy_consumption,Minimum_Wage,S&P500_Close,lag_exports
32336369862.0,24.199458435629843,2023,"Atlanta-Sandy Springs-Roswell, GA",68027.0,6292404.0,180.6,0.0575,354.855,61.13333333333333,4088.0,7.25,4845.65,30833067760.0
120005764.0,18.603050332926088,2023,"Atlantic City-Hammonton, NJ",60493.0,275213.0,3.6,0.09,343.4775,56.73333333333333,5018.0,14.13,4845.65,112848814.0
234006565.0,19.27085972848398,2023,"Auburn-Opelika, AL",48511.0,183215.0,7.5,0.065,299.505,63.89166666666667,4011.0,7.25,4845.65,171968984.0
1203726521.0,20.908688016005804,2023,"Augusta-Richmond County, GA-SC",52069.0,629429.0,24.5,0.0575,291.2775,65.9,3865.0,7.25,4845.65,1192334227.0
17251453703.0,23.57116224951072,2023,"Austin-Round Rock-San Marcos, TX",80471.0,2473275.0,73.6,0.0,521.9075,72.64166666666667,4822.0,7.25,4845.65,17290740095.0
3984718461.0,22.10573249700646,2023,"Bakersfield-Delano, CA",47350.0,913820.0,12.8,0.0884,335.115,57.45000000000001,4669.0,15.5,4845.65,3374220657.0
10196211952.0,23.045282111004123,2023,"Baltimore-Columbia-Towson, MD",76923.0,2834316.0,58.7,0.0825,313.095,56.6,5029.0,13.25,4845.65,7819968818.0
9254589465.0,22.948385423803252,2023,"Baton Rouge, LA",61972.0,873661.0,30.3,0.075,276.99499999999995,70.16666666666667,4463.0,7.25,4845.65,12288369288.0
903766893.0,20.622082023378734,2023,"Battle Creek, MI",47947.0,133366.0,10.3,0.06,271.615,50.53333333333333,6354.0,10.1,4845.65,761771815.0
276575222.0,19.43799339256051,2023,"Bay City, MI",52579.0,102500.0,5.0,0.06,243.1125,49.61666666666667,6508.0,10.1,4845.65,268497475.0
27748448808.0,24.046445776765648,2023,"Beaumont-Port Arthur, TX",51459.0,395479.0,20.9,0.0,277.73249999999996,72.55833333333334,4625.0,7.25,4845.65,36415234435.0
2845543331.0,21.76901986379522,2023,"Bellingham, WA",62095.0,231919.0,9.2,0.0,443.465,44.30833333333333,7651.0,15.74,4845.65,2249407267.0
237184100.0,19.284347190800624,2023,"Bend, OR",81025.0,208513.0,8.3,0.076,542.44,46.14166666666666,7423.0,14.2,4845.65,155805514.0
319321100.0,19.581707737556183,2023,"Binghamton, NY",52659.0,243792.0,10.8,0.065,255.5225,47.99166666666667,6725.0,14.2,4845.65,351097661.0
2038918392.0,21.435685304196813,2023,"Birmingham, AL",66502.0,1119562.0,40.1,0.065,285.7075,62.600000000000016,4193.0,7.25,4845.65,1790664002.0
84968053.0,18.25778589674756,2023,"Bismarck, ND",72043.0,135786.0,2.9,0.0431,366.6925,42.541666666666664,9284.0,7.25,4845.65,539058573.0
210147210.0,19.163318843096008,2023,"Bloomington, IL",61174.0,170441.0,10.4,0.095,213.2,54.32500000000001,5943.0,13.0,4845.65,143617605.0
1929671557.0,21.380615647661127,2023,"Bloomington, IN",56651.0,160874.0,11.6,0.049,310.585,56.09166666666667,5179.0,7.25,4845.65,1304753553.0
1922586116.0,21.37693705209899,2023,"Boise City, ID",63689.0,824657.0,30.9,0.065,464.5499999999999,51.1,6778.0,7.25,4845.65,2156662374.0
1213085453.0,20.916432912077457,2023,"Boulder, CO",100242.0,326831.0,21.3,0.044,463.135,45.13333333333333,7689.0,13.65,4845.65,1201872397.0
760866696.0,20.44996873096819,2023,"Bowling Green, KY",47028.0,188840.0,14.5,0.05,283.42,58.64166666666667,4772.0,7.25,4845.65,486732324.0
74128808.0,18.12131478664391,2023,"Bremerton-Silverdale-Port Orchard, WA",73841.0,277658.0,2.7,0.0,421.3375,49.60833333333333,5881.0,15.74,4845.65,91389247.0
8012048221.0,22.804212273328975,2023,"Brownsville-Harlingen, TX",38523.0,426710.0,7.5,0.0,282.835,76.90833333333332,5198.0,7.25,4845.65,7876452839.0
5557106977.0,22.438343481913677,2023,"Buffalo-Cheektowaga, NY",61106.0,1155604.0,54.3,0.065,299.295,49.25833333333333,6491.0,14.2,4845.65,5528702914.0
281693308.0,19.45632947679588,2023,"Burlington, NC",51405.0,179165.0,8.8,0.025,273.2975,60.116666666666674,4331.0,7.25,4845.65,342757853.0
1329702658.0,21.00822118877207,2023,"Canton-Massillon, OH",56549.0,399474.0,25.5,0.0,244.115,52.35833333333333,5697.0,10.1,4845.65,1317380140.0
935384469.0,20.656468199526177,2023,"Cape Coral-Fort Myers, FL",65878.0,834573.0,8.2,0.055,451.4225,76.84166666666668,4681.0,12.0,4845.65,886891872.0
188985500.0,19.0571808505041,2023,"Carson City, NV",63498.0,58036.0,2.7,0.0,362.03,49.42499999999999,6873.0,10.25,4845.65,217343571.0
106304882.0,18.481821768880348,2023,"Casper, WY",79846.0,79941.0,1.9,0.0,388.6625,45.31666666666666,7795.0,5.15,4845.65,94928049.0
1175382740.0,20.88485966767224,2023,"Cedar Rapids, IA",63448.0,275668.0,20.1,0.084,227.4775,51.44166666666666,6763.0,7.25,4845.65,1018712972.0
590144385.0,20.195877785263885,2023,"Champaign-Urbana, IL",59680.0,222358.0,8.1,0.095,248.135,53.525,5977.0,13.0,4845.65,535290324.0
9497593903.0,22.97430433010537,2023,"Charleston-North Charleston, SC",68486.0,849417.0,33.0,0.05,544.46,66.35,3836.0,7.25,4845.65,4255965895.0
479018467.0,19.987249707867942,2023,"Charleston, WV",56140.0,250458.0,3.3,0.065,213.6625,56.525,4897.0,8.75,4845.65,723317611.0
11470260682.0,23.163023495118008,2023,"Charlotte-Concord-Gastonia, NC-SC",69588.0,2805115.0,110.1,0.025,375.8275,62.15833333333334,4100.0,7.25,4845.65,12223105948.0
156375800.0,18.867772642645537,2023,"Charlottesville, VA",90472.0,225127.0,4.3,0.06,366.625,57.88333333333333,4521.0,12.0,4845.65,202059736.0
2438709151.0,21.61473469978694,2023,"Chattanooga, TN-GA",58813.0,580971.0,40.1,0.065,373.2375,58.64166666666667,4465.0,7.25,4845.65,2146424438.0
56078118.0,17.842256240926346,2023,"Cheyenne, WY",65150.0,100984.0,1.3,0.0,360.755,45.31666666666666,7795.0,5.15,4845.65,54874695.0
56656619434.0,24.76027466550245,2023,"Chicago-Naperville-Elgin, IL-IN",77429.0,9430313.0,404.6,0.095,244.9775,51.78333333333334,6357.0,13.0,4845.65,63374608219.0
264467947.0,19.39323061855449,2023,"Chico, CA",56847.0,207172.0,4.2,0.0884,351.1275,54.7,5252.0,15.5,4845.65,302267233.0
31216184871.0,24.16420254312511,2023,"Cincinnati, OH-KY-IN",68560.0,2278452.0,120.5,0.0,274.0675,55.14166666666667,5330.0,10.1,4845.65,29284952652.0
445561120.0,19.91484498962874,2023,"Clarksville, TN-KY",51007.0,340495.0,13.3,0.065,338.7,60.525000000000006,4496.0,7.25,4845.65,376695502.0
10206224005.0,23.046263567711037,2023,"Cleveland-Elyria, OH",67451.0,2062087.0,119.3,0.0,226.46750000000003,51.958333333333336,5752.0,10.1,4845.65,9561162187.0
538380575.0,20.104076256520596,2023,"Cleveland, TN",48971.0,129612.0,8.5,0.065,346.11249999999995,58.64166666666667,4465.0,7.25,4845.65,622821361.0
179995586.0,19.008442886331583,2023,"College Station-Bryan, TX",51507.0,281445.0,6.3,0.0,363.9325,68.49166666666667,4620.0,7.25,4845.65,136154587.0
1425695529.0,21.077925622115902,2023,"Colorado Springs, CO",65775.0,768832.0,12.5,0.044,387.4275,50.13333333333333,6597.0,13.65,4845.65,1209497786.0
2160305701.0,21.49351557686905,2023,"Columbia, SC",57976.0,858302.0,32.2,0.05,288.35499999999996,64.99166666666667,3940.0,7.25,4845.65,2351346819.0
911837991.0,20.63097289081113,2023,"Columbus, GA-AL",49717.0,323768.0,10.8,0.0575,240.8875,64.44166666666665,3962.0,7.25,4845.65,563957748.0
2541566950.0,21.656046637215265,2023,"Columbus, IN",65564.0,84003.0,19.5,0.049,258.59749999999997,54.291666666666664,5563.0,7.25,4845.65,2412700928.0
8418936643.0,22.853749367795537,2023,"Columbus, OH",65277.0,2180271.0,74.8,0.0,306.9625,53.758333333333326,5512.0,10.1,4845.65,7597282971.0
72540434427.0,25.007409959575625,2023,"Corpus Christi, TX",56264.0,422949.0,9.0,0.0,306.08750000000003,72.64166666666667,4822.0,7.25,4845.65,79642984888.0
194052508.0,19.083639340199664,2023,"Corvallis, OR",60307.0,97713.0,2.9,0.076,366.19000000000005,52.55,5225.0,14.2,4845.65,269762325.0
140397336.0,18.75998707501699,2023,"Crestview-Fort Walton Beach-Destin, FL",69941.0,304818.0,3.4,0.055,414.21,69.74166666666667,4071.0,12.0,4845.65,116615612.0
51863702099.0,24.67188500091475,2023,"Dallas-Fort Worth-Arlington, TX",74165.0,8100037.0,306.6,0.0,412.185,67.825,5003.0,7.25,4845.65,50632871547.0
321315939.0,19.587935430698796,2023,"Dalton, GA",45373.0,144722.0,22.3,0.0575,306.95000000000005,61.9,4183.0,7.25,4845.65,328335120.0
6049970127.0,22.52331917129102,2023,"Davenport-Moline-Rock Island, IA-IL",60134.0,379441.0,25.0,0.084,257.9825,51.44166666666666,6763.0,7.25,4845.65,8173642074.0
3640162459.0,22.015294149192503,2023,"Dayton-Kettering-Beavercreek, OH",59915.0,814363.0,41.3,0.0,228.46,55.14166666666667,5330.0,10.1,4845.65,3480276846.0
361759590.0,19.706490433145216,2023,"Decatur, AL",48528.0,158635.0,14.1,0.065,287.765,62.29166666666668,4363.0,7.25,4845.65,400635705.0
2706467820.0,21.718910234235924,2023,"Decatur, IL",60030.0,100591.0,11.0,0.095,205.48,54.32500000000001,5943.0,13.0,4845.65,2646214261.0
419512811.0,19.854604622141828,2023,"Deltona-Daytona Beach-Ormond Beach, FL",57280.0,721796.0,13.0,0.055,437.8850000000001,73.76666666666667,4278.0,12.0,4845.65,391206055.0
5724226314.0,22.46797323559487,2023,"Denver-Aurora-Centennial, CO",89297.0,3005131.0,69.0,0.044,483.74,45.13333333333333,7689.0,13.65,4845.65,5761675875.0
2175715924.0,21.50062360778541,2023,"Des Moines-West Des Moines, IA",68420.0,737164.0,24.9,0.084,276.3225,50.76666666666667,6972.0,7.25,4845.65,1706844535.0
45591437183.0,24.542985754759115,2023,"Detroit-Warren-Dearborn, MI",66098.0,4342304.0,255.4,0.06,254.4275,50.99166666666667,6218.0,10.1,4845.65,40395325692.0
204407408.0,19.13562565829852,2023,"Dothan, AL",52512.0,153349.0,5.4,0.065,242.21750000000003,67.41666666666667,4129.0,7.25,4845.65,185607114.0
207065079.0,19.1485436931234,2023,"Dover, DE",52494.0,189789.0,4.6,0.087,283.625,58.05833333333334,4770.0,11.75,4845.65,186773757.0
1409752233.0,21.0666798046191,2023,"Duluth, MN-WI",57316.0,292458.0,8.4,0.098,385.6575,40.01666666666666,9395.0,10.59,4845.65,1517063732.0
4898709346.0,22.312237608591932,2023,"Durham-Chapel Hill, NC",68654.0,671071.0,29.4,0.025,360.8275,60.116666666666674,4331.0,7.25,4845.65,4071751200.0
926047996.0,20.646436622800724,2023,"Eau Claire, WI",59135.0,174873.0,10.8,0.079,362.5675,47.21666666666667,7710.0,7.25,4845.65,883036487.0
5277716878.0,22.38675943167895,2023,"El Centro, CA",47991.0,179057.0,2.3,0.0884,314.51,64.77499999999999,4991.0,15.5,4845.65,5293544899.0
35222981642.0,24.28496459406892,2023,"El Paso, TX",46732.0,873331.0,17.4,0.0,278.2425,67.05833333333332,4783.0,7.25,4845.65,36488272764.0
119854367.0,18.60178795539403,2023,"Elizabethtown, KY",53708.0,157707.0,8.2,0.05,311.655,58.64166666666667,4772.0,7.25,4845.65,126769425.0
2190279603.0,21.50729504522811,2023,"Elkhart-Goshen, IN",58662.0,206409.0,65.0,0.049,275.6075,52.325,6001.0,7.25,4845.65,3192793193.0
216214438.0,19.1917812416982,2023,"Elmira, NY",53850.0,81325.0,4.9,0.065,232.4325,48.650000000000006,6544.0,14.2,4845.65,209094062.0
1423161162.0,21.07614640473612,2023,"Erie, PA",54694.0,267571.0,18.8,0.0899,245.095,49.650000000000006,6250.0,7.25,4845.65,1130057850.0
415177246.0,19.844216085809425,2023,"Eugene-Springfield, OR",61634.0,381181.0,14.8,0.076,390.8275,52.55,5225.0,14.2,4845.65,434882877.0
5226228565.0,22.376955739215493,2023,"Evansville, IN",61605.0,314836.0,17.9,0.049,273.865,57.19166666666667,5208.0,7.25,4845.65,4578781447.0
880113997.0,20.595561999092133,2023,"Fargo, ND-MN",68326.0,262620.0,12.2,0.0431,322.455,41.75833333333333,9630.0,7.25,4845.65,518720703.0
758296204.0,20.446584637724307,2023,"Fayetteville-Springdale-Rogers, AR",89095.0,590337.0,27.3,0.053,350.68750000000006,59.45,4998.0,11.0,4845.65,715514972.0
297487870.0,19.51088400900947,2023,"Fayetteville, NC",47602.0,533813.0,8.1,0.025,256.3425,63.54999999999999,3989.0,7.25,4845.65,320533383.0
62821897.0,17.95581424900821,2023,"Flagstaff, AZ",62002.0,144472.0,3.9,0.049,446.5025,52.041666666666664,6216.0,13.85,4845.65,138903485.0
1024217978.0,20.747195210050933,2023,"Flint, MI",52520.0,401522.0,14.0,0.06,242.155,50.99166666666667,6218.0,10.1,4845.65,1099975239.0
195678295.0,19.091982516659943,2023,"Florence-Muscle Shoals, AL",47156.0,155175.0,8.7,0.065,272.525,62.29166666666668,4363.0,7.25,4845.65,149239321.0
923565240.0,20.643751999396414,2023,"Fond du Lac, WI",60018.0,103948.0,10.7,0.079,270.47,47.849999999999994,7161.0,7.25,4845.65,1018734378.0
1180514115.0,20.88921587121633,2023,"Fort Collins-Loveland, CO",71359.0,370771.0,15.3,0.044,434.1875,45.13333333333333,7689.0,13.65,4845.65,1178788497.0
378786084.0,19.75248218153696,2023,"Fort Smith, AR-OK",47206.0,248748.0,17.8,0.053,277.585,61.96666666666666,4846.0,11.0,4845.65,432572349.0
2032126115.0,21.43234842920523,2023,"Fort Wayne, IN",60361.0,429287.0,38.6,0.049,280.48,52.01666666666665,5988.0,7.25,4845.65,1787524326.0
3109117168.0,21.857604654028886,2023,"Fresno, CA",52728.0,1017162.0,30.2,0.0884,359.44000000000005,57.45000000000001,4669.0,15.5,4845.65,3426847916.0
41195094.0,17.533829729559542,2023,"Gadsden, AL",45062.0,103241.0,4.4,0.065,289.20000000000005,63.625,4155.0,7.25,4845.65,34430071.0
306642134.0,19.541191938313165,2023,"Gainesville, FL",54166.0,352126.0,5.5,0.055,380.235,71.0,4029.0,12.0,4845.65,307153011.0
89102296.0,18.30529566090813,2023,"Gettysburg, PA",58880.0,106748.0,7.2,0.0899,284.065,54.8,5379.0,7.25,4845.65,88978362.0
252046732.0,19.345125072727445,2023,"Glens Falls, NY",59040.0,125427.0,5.9,0.065,305.76250000000005,43.89166666666667,7953.0,14.2,4845.65,267647913.0
487909730.0,20.005640967198406,2023,"Grand Forks, ND-MN",62364.0,103120.0,4.4,0.0431,297.7975,40.59166666666667,9922.0,7.25,4845.65,255884666.0
95309419.0,18.372639198997632,2023,"Grand Junction, CO",57653.0,159681.0,3.1,0.044,415.7375,42.375,8507.0,13.65,4845.65,96325240.0
6306437923.0,22.564836841106835,2023,"Grand Rapids-Wyoming-Kentwood, MI",65239.0,1099142.0,118.8,0.06,332.865,50.94166666666667,6257.0,10.1,4845.65,5789184780.0
41158796.0,17.532948216801604,2023,"Grants Pass, OR",55038.0,87821.0,3.0,0.076,388.5475,51.11666666666667,5809.0,14.2,4845.65,50861769.0
1987030831.0,21.40990731675203,2023,"Greeley, CO",62532.0,359442.0,13.4,0.044,407.5775,45.13333333333333,7689.0,13.65,4845.65,2132429030.0
835055588.0,20.54300885305437,2023,"Green Bay, WI",63575.0,331882.0,32.0,0.079,286.905,47.849999999999994,7161.0,7.25,4845.65,855131583.0
2239417478.0,21.529481614529047,2023,"Greensboro-High Point, NC",56030.0,789842.0,48.5,0.025,271.32250000000005,60.116666666666674,4331.0,7.25,4845.65,2375598129.0
15371002863.0,23.45574864044903,2023,"Greenville-Anderson-Greer, SC",55747.0,975480.0,61.4,0.05,347.40250000000003,62.008333333333326,4081.0,7.25,4845.65,14429504273.0
1219486336.0,20.921695570965433,2023,"Greenville, NC",56956.0,175119.0,6.7,0.025,248.34250000000003,62.76666666666667,4061.0,7.25,4845.65,1240979019.0
202423067.0,19.1258704562751,2023,"Hagerstown-Martinsburg, MD-WV",55041.0,305902.0,10.4,0.0825,285.82500000000005,54.458333333333336,5344.0,13.25,4845.65,145073185.0
280938717.0,19.45364711454519,2023,"Hanford-Corcoran, CA",43994.0,152682.0,4.7,0.0884,317.7525,57.45000000000001,4669.0,15.5,4845.65,396416778.0
3200187278.0,21.88647516941461,2023,"Harrisburg-Carlisle, PA",64066.0,606055.0,22.3,0.0899,269.70000000000005,52.150000000000006,5781.0,7.25,4845.65,3117516715.0
1258263172.0,20.9529981720738,2023,"Hickory-Lenoir-Morganton, NC",52213.0,370030.0,41.2,0.025,311.29999999999995,60.78333333333333,4231.0,7.25,4845.65,1268321680.0
175470148376.0,25.890734770660934,2023,"Houston-Pasadena-The Woodlands, TX",72453.0,7481317.0,233.2,0.0,385.9925,72.55833333333334,4625.0,7.25,4845.65,191846947832.0
1748855085.0,21.282227173632467,2023,"Huntington-Ashland, WV-KY-OH",51286.0,352261.0,12.9,0.065,235.4525,56.525,4897.0,8.75,4845.65,1176963410.0
1762101622.0,21.28977303703113,2023,"Huntsville, AL",64089.0,527254.0,34.6,0.065,301.475,62.29166666666668,4363.0,7.25,4845.65,1558661705.0
291900933.0,19.491925032119337,2023,"Idaho Falls, ID",57483.0,168322.0,5.3,0.065,403.0425,42.23333333333333,8695.0,7.25,4845.65,212946894.0
23080561492.0,23.862256606366643,2023,"Indianapolis-Carmel-Greenwood, IN",72494.0,2160779.0,96.7,0.049,284.3775,54.291666666666664,5563.0,7.25,4845.65,14671525027.0
167808712.0,18.93833526960077,2023,"Ithaca, NY",54159.0,103558.0,2.6,0.065,329.8325,49.19999999999999,6483.0,14.2,4845.65,180360337.0
526425833.0,20.081621011619276,2023,"Jackson, MI",48818.0,159424.0,9.5,0.06,266.70000000000005,50.53333333333333,6354.0,10.1,4845.65,435352150.0
1255282088.0,20.950626155587617,2023,"Jackson, MS",58104.0,582750.0,26.1,0.05,229.19,68.35000000000001,4393.0,7.25,4845.65,526425833.0
570058184.0,20.16124899077633,2023,"Jackson, TN",52273.0,181826.0,15.0,0.065,265.8075,61.79166666666668,4613.0,7.25,4845.65,516498492.0
2730785806.0,21.72785524575064,2023,"Jacksonville, FL",65324.0,1713240.0,35.8,0.055,440.8575,71.0,4029.0,12.0,4845.65,3007770485.0
1068100668.0,20.789147831469336,2023,"Janesville-Beloit, WI",56319.0,164278.0,11.8,0.079,293.035,49.56666666666666,6946.0,7.25,4845.65,1100615675.0
538475005.0,20.104251637513176,2023,"Johnson City, TN",51590.0,213198.0,8.4,0.065,346.6325,58.64166666666667,4465.0,7.25,4845.65,469925803.0
138749920.0,18.748183734014074,2023,"Johnstown, PA",50932.0,130668.0,4.2,0.0899,230.675,52.166666666666664,5688.0,7.25,4845.65,146520491.0
321520195.0,19.588570914599188,2023,"Joplin, MO-KS",47609.0,185733.0,15.4,0.04,277.27750000000003,58.68333333333333,5249.0,12.0,4845.65,293597020.0
2482479686.0,21.63252377096996,2023,"Kalamazoo-Portage, MI",63668.0,262215.0,22.1,0.06,277.7675,50.94166666666667,6257.0,10.1,4845.65,3660124749.0
2157312150.0,21.49212890876502,2023,"Kankakee, IL",53698.0,105940.0,6.9,0.095,212.765,53.525,5977.0,13.0,4845.65,2348182495.0
10627207057.0,23.08668325319722,2023,"Kansas City, MO-KS",69865.0,2221343.0,88.5,0.04,333.47249999999997,55.21666666666667,6067.0,12.0,4845.65,9623493835.0
796110364.0,20.495248382439083,2023,"Kennewick-Richland, WA",54152.0,314253.0,9.6,0.0,352.97249999999997,52.150000000000006,6281.0,15.74,4845.65,712923242.0
190264535.0,19.063925951262153,2023,"Killeen-Temple, TX",50292.0,501333.0,8.2,0.0,319.16249999999997,67.825,5003.0,7.25,4845.65,182325417.0
3793320793.0,22.0565076710835,2023,"Kingsport-Bristol, TN-VA",50922.0,313025.0,21.2,0.065,344.2025,58.64166666666667,4465.0,7.25,4845.65,6686621190.0
203901025.0,19.133145262506055,2023,"Kingston, NY",66314.0,182333.0,3.5,0.065,421.0925,47.99166666666667,6725.0,14.2,4845.65,179799401.0
2901454761.0,21.78847808988283,2023,"Knoxville, TN",62167.0,921583.0,47.0,0.065,387.515,58.64166666666667,4465.0,7.25,4845.65,3877781750.0
1420558060.0,21.074315631355308,2023,"Kokomo, IN",50368.0,83831.0,9.1,0.049,224.5325,54.291666666666664,5563.0,7.25,4845.65,947979753.0
407601342.0,19.825800151750997,2023,"La Crosse-Onalaska, WI-MN",62497.0,139068.0,9.5,0.079,340.1,47.21666666666667,7710.0,7.25,4845.65,435877129.0
2423177727.0,21.608345626070182,2023,"Lafayette-West Lafayette, IN",51180.0,226564.0,21.6,0.049,255.87,54.34166666666667,5668.0,7.25,4845.65,1879450648.0
836154772.0,20.54432428788509,2023,"Lafayette, LA",57906.0,481947.0,14.0,0.075,265.0375,71.55,4518.0,7.25,4845.65,911842200.0
29601199978.0,24.111080737252006,2023,"Lake Charles, LA",54391.0,208529.0,11.8,0.075,267.005,71.075,4512.0,7.25,4845.65,41097900407.0
36858400.0,17.422594101776028,2023,"Lake Havasu City-Kingman, AZ",46777.0,223682.0,3.0,0.049,396.7525,62.125,5238.0,13.85,4845.65,30519696.0
1333763047.0,21.011270142725454,2023,"Lakeland-Winter Haven, FL",44430.0,818330.0,19.7,0.055,415.895,74.97500000000001,4384.0,12.0,4845.65,1498153035.0
902929317.0,20.62115483257005,2023,"Lancaster, PA",66876.0,558589.0,37.6,0.0899,303.11,54.93333333333334,5324.0,7.25,4845.65,859363797.0
1514208420.0,21.138158644310135,2023,"Lansing-East Lansing, MI",53806.0,541202.0,20.9,0.06,250.9675,50.53333333333333,6354.0,10.1,4845.65,1456556618.0
11242517828.0,23.14296866237617,2023,"Laredo, TX",42757.0,269148.0,1.0,0.0,271.065,74.81666666666666,5025.0,7.25,4845.65,13000551107.0
3418183392.0,21.95237507496931,2023,"Las Cruces, NM",47712.0,225210.0,3.3,0.059,277.0325,61.80833333333334,5061.0,12.0,4845.65,3042538198.0
2762295850.0,21.73932800060702,2023,"Las Vegas-Henderson-North Las Vegas, NV",63767.0,2336573.0,30.2,0.0,342.2025,64.24166666666667,5327.0,10.25,4845.65,2116347688.0
24533767.0,17.0155609715052,2023,"Lawton, OK",51510.0,127001.0,3.9,0.04,203.885,63.625,5346.0,7.25,4845.65,27336051.0
349923839.0,19.673226085911654,2023,"Lebanon, PA",58851.0,144252.0,9.3,0.0899,280.815,54.93333333333334,5324.0,7.25,4845.65,261361240.0
184144232.0,19.031229878073184,2023,"Lewiston, ID-WA",56797.0,65536.0,4.7,0.065,375.6575,49.3,6733.0,7.25,4845.65,132900050.0
3343261322.0,21.930212611236534,2023,"Lexington-Fayette, KY",63021.0,520045.0,31.7,0.05,317.33000000000004,57.15833333333333,4964.0,7.25,4845.65,2677201889.0
322933674.0,19.592957516447782,2023,"Lima, OH",54010.0,100838.0,8.6,0.0,259.7575,53.28333333333333,5765.0,10.1,4845.65,519922750.0
1082246966.0,20.80230524086363,2023,"Lincoln, NE",66373.0,344387.0,15.1,0.0725,304.58500000000004,52.724999999999994,6869.0,10.5,4845.65,1161344402.0
1464032921.0,21.10446073925456,2023,"Little Rock-North Little Rock-Conway, AR",59463.0,764045.0,20.0,0.053,261.9425,63.51666666666666,4775.0,11.0,4845.65,1373747905.0
6790275400.0,22.638757337341033,2023,"Longview-Kelso, WA",57947.0,112864.0,7.4,0.0,377.0524999999999,49.60833333333333,5881.0,15.74,4845.65,8194250504.0
462444892.0,19.952037955385105,2023,"Longview, TX",53386.0,293498.0,15.5,0.0,318.985,68.49166666666667,4620.0,7.25,4845.65,450083811.0
59561594613.0,24.810276817624104,2023,"Los Angeles-Long Beach-Anaheim, CA",80898.0,12799100.0,475.0,0.0884,510.285,59.92499999999999,3541.0,15.5,4845.65,60979747066.0
291373746.0,19.49011735157863,2023,"Lubbock, TX",54524.0,331618.0,5.3,0.0,279.69,61.34166666666666,5160.0,7.25,4845.65,670624087.0
468566436.0,19.965188455352337,2023,"Lynchburg, VA",51243.0,264590.0,14.2,0.06,298.8075,57.88333333333333,4521.0,12.0,4845.65,389839242.0
2822911619.0,21.761034678253356,2023,"Madison, WI",75862.0,694345.0,38.8,0.079,319.57,49.56666666666666,6946.0,7.25,4845.65,2893829065.0
435568562.0,19.892162774701404,2023,"Mansfield, OH",48116.0,125064.0,9.5,0.0,252.6,52.09166666666667,5788.0,10.1,4845.65,384982949.0
7072388370.0,22.679464077346292,2023,"McAllen-Edinburg-Mission, TX",34373.0,898471.0,7.0,0.0,267.9525,76.90833333333332,5198.0,7.25,4845.65,5677139380.0
194247462.0,19.08464348148961,2023,"Medford, OR",62541.0,220768.0,7.1,0.076,371.0875,51.11666666666667,5809.0,14.2,4845.65,224026500.0
17853453257.0,23.60546278623704,2023,"Memphis, TN-MS-AR",60083.0,1328236.0,43.0,0.065,268.0325,61.79166666666668,4613.0,7.25,4845.65,17835298149.0
1047122681.0,20.769311935800484,2023,"Merced, CA",46654.0,291920.0,9.9,0.0884,352.3299999999999,57.45000000000001,4669.0,15.5,4845.65,1110226984.0
44256370981.0,24.51326517500841,2023,"Miami-Fort Lauderdale-West Palm Beach, FL",84302.0,6183199.0,98.9,0.055,509.1925,76.84166666666668,4681.0,12.0,4845.65,41517811279.0
